1	6	3.709524280724192
1	10	3.9548031765178333
1	12	4.485431289046822
1	14	3.9532707938139304
1	17	3.474357091576883
1	20	3.6071355296237493
1	23	4.120978499748077
1	24	3.5924483973133774
1	27	3.4079974898717467
1	31	3.763098612152657
1	33	3.6588721574037733
1	36	2.3839041842736037
1	39	3.45961915861783
1	44	3.366343017871513
1	47	3.7837343227174838
1	49	3.492303074439364
1	51	3.6577866226075075
1	53	3.2235523278109994
1	54	3.5296004009215216
1	56	4.104589394653863
1	60	4.091066446202002
1	61	3.9199846168171715
1	62	3.4870560943716935
1	64	4.4880169644366
1	65	3.7069467837432217
1	67	3.2447892744135536
1	69	3.935920149878358
1	70	3.7749551185934447
1	72	3.3444518620004677
1	73	3.600519482253232
1	74	3.668461264290906
1	76	3.665451356827949
1	78	2.702193070408131
1	80	2.957743071628346
1	81	3.6269614343175594
1	82	3.871750269929182
1	84	2.923669898493283
1	85	3.1952527770715444
1	86	3.8849595075028254
1	90	3.3067233110377754
1	91	3.733059464715229
1	92	3.7805837822913264
1	96	4.09962598690815
1	97	3.8196552506408032
1	98	4.3353900083188694
1	100	4.209958177490799
1	102	3.263464557204424
1	103	2.4448346341056526
1	104	2.7056526785443094
1	107	3.681373756190592
1	108	3.2427948426211333
1	112	2.741618473821152
1	113	3.9747319144542863
1	114	4.352504713441783
1	117	3.831693225169171
1	118	3.3579170536416356
1	120	2.427678213118953
1	121	3.5219116228692005
1	125	3.6943423402787143
1	128	3.7515082016452244
1	129	3.9508815165957176
1	130	2.615534395352023
1	132	4.112314967966415
1	134	4.2726013940997944
1	140	3.403389455487272
1	143	3.859251670559775
1	145	2.824371606733116
1	148	3.4525259304390614
1	150	3.8968831248471676
1	151	3.7787865730236345
1	154	3.828153435517412
1	155	3.191380880863305
1	157	3.8191786071535665
1	159	3.3700108085371374
1	160	3.641805598964817
1	161	3.6064833046743408
1	163	3.6430606548432687
1	164	3.7170367370332515
1	170	4.151645903721732
1	171	4.062390978700365
1	174	4.332731175329575
1	175	3.852355864892073
1	177	3.9578895852501765
1	180	4.09165306319494
1	183	4.1114148382478115
1	184	3.6126133308859285
1	185	4.195883412229413
1	186	3.921682203401078
1	188	3.840077978573552
1	189	4.101854492855048
1	190	4.195052083716395
1	193	4.024669304256355
1	196	3.9504985767558183
1	200	3.9052533431266467
1	201	3.761586990778181
1	202	3.897443693606465
1	206	3.6295915698314
1	208	4.016382825740176
1	209	3.9653102274970147
1	210	4.014309595590307
1	212	3.7147699758601322
1	213	4.014847705165147
1	214	3.431200102722962
1	215	3.7476555927832447
1	218	3.586118599648809
1	219	3.457859835137501
1	221	3.8772066145472417
1	222	3.7574408518159705
1	224	3.867099086009882
1	225	3.1054063485043746
1	226	3.5363039835465724
1	227	3.4557055437079933
1	228	3.9510775841103305
1	229	3.2523478789738633
1	230	3.5737098676825467
1	232	3.4272717516110354
1	233	3.479526335404327
1	235	3.032353903477574
1	236	3.727709151752617
1	241	3.73044392284252
1	242	4.169502421257253
1	243	2.693939301982033
1	248	3.8048170768001905
1	250	3.5992757722229483
1	252	3.0522016146111532
1	253	3.6837008578494927
1	254	2.7184171695827466
1	255	3.472486793027677
1	258	3.9613328641137855
1	259	3.0173627171682824
1	260	2.7638616978536823
1	262	3.9445399432128756
1	264	3.0261266727346974
1	265	4.018798349630093
1	266	2.9183311848596287
1	267	2.8411097292322873
1	272	4.452616266696024
2	13	3.6849749153000735
2	19	4.185434777414163
2	50	4.560855152575893
2	251	4.425211950081823
2	257	4.0139202614689085
2	279	3.5747139336077267
2	280	3.4323544957050753
2	281	3.495950253452582
2	290	3.3959105723683893
2	292	3.885095647160653
2	297	4.137687590461823
2	298	4.001288778830211
2	299	3.1806977269240617
2	301	3.562438234967448
2	303	3.9796708784361265
2	307	3.8205798735901757
2	308	3.565954692961803
2	312	3.430148782710908
2	313	4.545958885596435
2	314	2.1680858222966672
2	315	4.346116037407917
2	316	4.42900636826785
3	245	2.697059228824951
3	264	2.336899593674433
3	272	3.7741356233615697
3	294	2.6516764430590465
